id,date_completion,date_cutoff,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any
tri00143,2020-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,561,561,561,561,561
tri00144,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00145,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00148,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442
tri00149,2021-02-18,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,178,178,178,178,178
tri00157,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00159,2020-04-10,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-10,2020-09-10,NA,NA,2020-09-10,153,153,492,492,153
tri00160,2020-05-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,453,453,453,453,453
tri00162,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410
tri00163,2020-07-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,381,381,381,381,381
tri00164,2020-05-28,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-06-17,2020-09-08,NA,2020-06-17,2020-06-17,20,103,444,20,20
tri00167,2020-04-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,482,482,482,482,482
tri00169,2020-08-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,361,361,361,361,361
tri00170,2020-05-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,452,452,452,452,452
tri00171,2020-03-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-03-13,2020-03-13,NA,NA,2020-03-13,-18,-18,502,502,-18
tri00172,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00173,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00176,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380
tri00177,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349
tri00178,2020-05-17,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-01,NA,2021-02-01,NA,2021-02-01,260,455,260,455,260
tri00179,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00182,2020-02-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,552,552,552,552,552
tri00185,2020-03-10,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-04-21,NA,2020-04-21,NA,2020-04-21,42,523,42,523,42
tri00187,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00188,2020-06-09,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,432,432,432,432,432
tri00189,2020-02-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,533,533,533,533,533
tri00191,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442
tri00192,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00193,2020-03-09,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-03-24,2021-05-17,2020-03-24,NA,2020-03-24,15,434,15,524,15
tri00202,2020-08-27,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,353,353,353,353,353
tri00205,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167
tri00220,2021-03-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-18,2021-02-18,NA,NA,2021-02-18,-40,-40,138,138,-40
tri00222,2020-04-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,474,474,474,474,474
tri00227,2021-02-23,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,173,173,173,173,173
tri00230,2020-05-31,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-10-12,NA,2020-10-12,NA,2020-10-12,134,441,134,441,134
tri00232,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00233,2020-08-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,360,360,360,360,360
tri00235,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380
tri00238,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227
tri00241,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227
tri00242,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416
tri00243,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227
tri00244,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00248,2020-05-22,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-03,2020-12-03,NA,NA,2020-12-03,195,195,450,450,195
tri00249,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00250,2020-07-18,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,393,393,393,393,393
tri00251,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00254,2020-04-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-01,2021-04-01,NA,NA,2021-04-01,336,336,472,472,336
tri00255,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00261,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442
tri00263,2021-01-25,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-14,2020-07-14,NA,NA,2020-07-14,-195,-195,202,202,-195
tri00264,2021-01-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198
tri00265,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00267,2020-07-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,404,404,404,404,404
tri00269,2021-02-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168
tri00270,2020-05-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-04,2020-11-28,2020-08-04,NA,2020-08-04,66,182,66,442,66
tri00285,2020-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,433,433,433,433,433
tri00286,2020-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,503,503,503,503,503
tri00288,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00293,2020-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,502,502,502,502,502
tri00295,2020-05-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,468,468,468,468,468
tri00297,2021-01-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196
tri00299,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00301,2021-02-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,171,171,171,171,171
tri00302,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416
tri00303,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416
tri00304,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00305,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00306,2020-05-27,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,445,445,445,445,445
tri00317,2020-08-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,360,360,360,360,360
tri00319,2021-02-05,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-03,2020-06-03,NA,NA,2020-06-03,-247,-247,191,191,-247
tri00320,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-26,2020-05-26,NA,NA,2020-05-26,-219,-219,227,227,-219
tri00324,2021-01-10,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-03-18,2020-03-18,NA,NA,2020-03-18,-298,-298,217,217,-298
tri00327,2020-07-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,408,408,408,408,408
tri00328,2020-07-14,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-05-12,2021-05-12,NA,NA,2021-05-12,302,302,397,397,302
tri00329,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195
tri00335,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106
tri00336,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138
tri00343,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380
tri00352,2020-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,471,471,471,471,471
tri00354,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00358,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00361,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00362,2021-02-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri00373,2020-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,503,503,503,503,503
tri00378,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137
tri00390,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00392,2020-07-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,399,399,399,399,399
tri00397,2020-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,501,501,501,501,501
tri00399,2020-05-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,455,455,455,455,455
tri00407,2020-12-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,233,233,233,233,233
tri00409,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349
tri00418,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442
tri00424,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00425,2020-08-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri00426,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319
tri00427,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319
tri00440,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00453,2020-03-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,508,508,508,508,508
tri00473,2020-03-02,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-10,2021-01-09,2020-08-10,NA,2020-08-10,161,313,161,531,161
tri00476,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46
tri00482,2021-03-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,149,149,149,149,149
tri00483,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227
tri00502,2020-04-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,492,492,492,492,492
tri00503,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349
tri00507,2020-10-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-05-15,NA,2020-05-15,NA,2020-05-15,-139,318,-139,318,-139
tri00512,2020-06-16,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,425,425,425,425,425
tri00513,2020-08-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,354,354,354,354,354
tri00521,2020-03-20,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-03-20,NA,2020-03-20,NA,2020-03-20,0,513,0,513,0
tri00526,2020-06-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-14,2020-05-14,2020-04-14,NA,2020-04-14,-77,-47,-77,411,-77
tri00529,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
tri00530,2021-01-29,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-29,2020-08-02,2020-04-29,NA,2020-04-29,-275,-180,-275,198,-275
tri00534,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440
tri00535,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440
tri00536,2020-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,471,471,471,471,471
tri00537,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440
tri00538,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472
tri00543,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379
tri00546,2020-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,532,532,532,532,532
tri00549,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167
tri00552,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411
