id,trn_extracted,dual_coded,timestamp_finished,incidental_screening,incidental_screening_changes,incidental_screening_comment,comments
tri03401,NCT04392219,TRUE,2021-10-07T06:13:30Z,NA,NA,NA,Healthy volunteers - Phase 1
tri05584,NCT04463472,TRUE,2021-10-21T08:49:37Z,NA,NA,NA,Phase 1 immunogenicity so included
tri06441,NCT04568811,TRUE,2021-10-07T08:14:32Z,NA,NA,NA,Just looking at AEs for primary outcome
tri02516,NCT04409327,TRUE,2021-10-14T08:56:56Z,NA,NA,NA,Results Submitted (2021-06-07) but not publicly available on registry yet:\nhttps://clinicaltrials.gov/ct2/show/results/NCT04409327\n
tri07034,NCT04584567,TRUE,2021-10-06T02:19:03Z,NA,NA,NA,NA
tri00169,ChiCTR2000029994,TRUE,2021-10-04T08:26:33Z,NA,NA,NA,NA
tri00126,ChiCTR2000030102,TRUE,2021-09-29T02:55:56Z,NA,NA,NA,NA
tri01061,ChiCTR2000032205,TRUE,2021-10-07T08:13:03Z,NA,NA,NA,The primary outcome is a VAS scale of pulmonary/cardiology symptoms during recovery (convalescence) so I don't think this meets our inclusion definiton.
tri00811,ACTRN12620000480987,TRUE,2021-10-07T07:29:22Z,NA,NA,NA,NA
tri01919,NCT04378712,TRUE,2021-10-07T04:45:56Z,NA,NA,NA,"erratum: 10.21037/jtd-2020-062\nnot finding publication date, only &quot;accepted for publication date&quot; used the date 2020-06-15 because it was same month as publication\n"
tri01658,IRCT20200409047007N1,TRUE,2021-10-07T04:41:42Z,NA,NA,NA,NA
tri00884,JPRN-JapicCTI-205238,TRUE,2021-10-07T07:28:57Z,NA,NA,NA,"results comment: press release published in September, as of today (2020-12-27) I could not identify a full publication; https://rctportal.niph.go.jp/en/detail?trial_id=JapicCTI-205238\nResults referenced in other publication but no link to results, e.g., https://dx.doi.org/10.1002%2Fcpt.2251\nProbably a good example of publication bias\nother press releases: \nhttps://www.fdanews.com/articles/199222-fujifilms-avigan-shows-promise-in-phase-3-covid-19-trial \nhttps://trialsitenews.com/avigan-favipiravir-meets-endpoints-in-phase-3-japanese-clinical-trial-sponsor-will-register-as-a-therapy-for-covid-19/"
tri00288,ChiCTR2000030518,TRUE,2021-10-07T07:24:30Z,NA,NA,NA,NA
tri03293,NCT04331899,TRUE,2021-10-07T06:04:37Z,NA,NA,NA,NA
tri05408,NCT04400019,TRUE,2021-10-07T06:33:10Z,NA,NA,NA,NA
tri02632,NCT04414124,TRUE,2021-10-07T05:34:55Z,NA,NA,NA,NA
tri02568,NCT04343092,TRUE,2021-10-07T05:31:29Z,NA,NA,NA,Non-specific completion date of May 2020
tri04758,CTRI/2020/07/026535,TRUE,2022-04-26T07:44:42Z,NA,NA,NA,NA
tri02153,NCT04394013,TRUE,2021-10-07T05:04:09Z,NA,NA,NA,NA
tri03480,NCT04432103,TRUE,2021-10-07T06:20:48Z,NA,NA,NA,NA
tri03547,NCT04438980,TRUE,2021-10-07T06:23:10Z,NA,NA,NA,NA
tri06269,NCT04542447,TRUE,2021-10-07T05:14:12Z,NA,NA,NA,NA
tri00339,ChiCTR2000030892,TRUE,2021-10-07T08:11:26Z,NA,NA,NA,'post-COVID-19 fibrosis' so not included
tri02875,JPRN-UMIN000040602,TRUE,2021-10-07T05:42:05Z,NA,NA,NA,NA
tri02912,RPCEC00000311,TRUE,2021-09-30T09:03:36Z,NA,NA,NA,NA
